StockCode,Description,Revenue,Quantity,Orders,Customers,Avg_Price
20828,GLITTER BUTTERFLY CLIPS,10940.48,4423,607,261,2.935849358974359
20829,GLITTER HANGING BUTTERFLY STRING,9825.02,4820,481,207,2.4219755600814663
20830,SILVER PHOTO FRAME,964.61,407,82,36,2.990722891566265
20831,GOLD PHOTO FRAME,927.96,474,79,34,2.722625
20832,RED FLOCK LOVE HEART PHOTO FRAME,1122.6499999999999,1681,158,86,0.9326415094339622
20833,SHAKER THROW  QUILTED,811.8,52,5,3,27.630000000000003
20835,FRENCH LATTICE CUSHION COVER,87.02000000000001,80,10,8,2.87
20836,FRENCH PAISLEY CUSHION COVER,250.00000000000003,224,22,18,1.1209090909090909
20837,FRENCH FLORAL CUSHION COVER,188.07000000000002,165,18,17,1.1844444444444444
20838,FRENCH LATTICE CUSHION COVER,565.8,446,63,36,1.9461904761904762
20839,FRENCH PAISLEY CUSHION COVER,1018.11,633,118,53,2.5029661016949154
20840,FRENCH FLORAL CUSHION COVER,1419.09,885,93,50,2.1470212765957446
20845,ZINC HEART LATTICE 2 WALL PLANTER,502.27,76,24,15,7.169583333333333
20846,ZINC HEART LATTICE T-LIGHT HOLDER,1956.81,1453,169,105,1.5538728323699422
20847,ZINC HEART LATTICE CHARGER LARGE,334.35,80,27,17,4.747407407407407
20848,ZINC HEART LATTICE CHARGER SMALL,115.05000000000001,39,12,10,2.9500000000000006
20849,ZINC HEART LATTICE DOUBLE PLANTER,593.03,674,24,15,4.047083333333333
20850,ZINC HEART LATTICE PLANTER BOWL,713.8000000000001,820,23,19,2.8434782608695657
20851,ZINC HEART LATTICE TRAY OVAL,429.57,335,28,21,5.966206896551724
20854,BLUE PATCH PURSE PINK HEART,711.37,441,107,66,1.6635185185185184
20855,PINK PATCH PURSE BLUE HEART,234.29999999999998,142,47,41,1.65
20856,DENIM PATCH PURSE PINK BUTTERFLY,674.09,408,122,70,1.6599999999999997
20857,BLUE ROSE PATCH PURSE PINK BUTTERFL,410.84999999999997,249,73,57,1.65
20858,SILVER PURSE GOLD PINK BUTTERFLY,6.6,4,1,1,1.65
20860,GOLD COSMETICS BAG WITH BUTTERFLY,42.0,20,11,10,2.1
20861,GOLD COSMETIC BAG PINK STAR,96.60000000000001,46,16,15,2.1
20862,PINK PATCH PENCIL CASE BLUE HEART,691.1400000000001,325,37,21,2.6216216216216215
20863,BLUE PATCH PENCIL CASE PINK HEART,601.53,293,50,35,2.4202
20864,DENIM PATCH PENCIL CASE BUTTERFLY,498.14,252,29,20,2.2
20865,PATCHWORK PENCIL CASE BUTTERFLY,500.49,251,33,24,2.196060606060606
20866,BLUE ROSE FABRIC MIRROR,1368.91,1280,191,76,1.4857591623036648
20867,PINK ROSE FABRIC MIRROR,1093.14,1098,153,68,1.3800645161290321
20868,SILVER FABRIC MIRROR,518.07,882,71,40,0.9214084507042254
20869,GOLD FABRIC MIRROR,295.12,529,53,30,0.9422222222222223
20870,OPULENT VELVET CANDLE IN BOX,52.2,29,7,4,2.9214285714285713
20871,OPULENT VELVET SET/3 CANDLES,1978.05,1273,127,72,2.688372093023256
20877,MODERN CHRISTMAS BAUBLE CANDLE,5.04,12,5,3,0.42000000000000004
20878,SET/9 CHRISTMAS T-LIGHTS SCENTED,952.51,737,85,61,1.4786206896551723
20879,TREE OF NOAH FESTIVE SCENTED CANDLE,67.8,57,11,8,1.8027272727272725
20881,MODERN CHRISTMAS TREE CANDLE,2.55,3,2,1,0.85
20882,MODERN CHRISTMAS TREE CANDLE,8.850000000000001,3,2,1,2.95
20884,MODERN CHRISTMAS TREE CANDLE,6.300000000000001,3,3,2,2.1
20885,BOX OF 3 PEBBLE CANDLES,2.95,1,1,1,2.95
20886,BOX OF 9 PEBBLE CANDLES,3540.22,1777,308,163,2.387220447284345
20887,BOX OF 6 PEBBLE CANDLES,118.39,18,8,4,5.615
20888,SET 3 JARDIN DE FEMME SCENT CANDLES,547.74,367,19,10,3.8852631578947374
20889,JARDIN DE FEMME SCENTED CANDLE,398.04,657,13,12,2.3376923076923077
20890,SMALL GLASS ROSE SCENTED CANDLE,202.62,605,4,1,2.9925
20891,LARGE GLASS ROSE SCENTED CANDLE,236.33,684,3,1,8.126666666666667
20892,SET/3 TALL GLASS CANDLE HOLDER PINK,1095.35,102,38,21,16.152894736842104
20893,HANGING BAUBLE T-LIGHT HOLDER SMALL,1308.5900000000001,559,76,41,2.886455696202532
20894,HANGING BAUBLE T-LIGHT HOLDER LARGE,827.3000000000001,267,79,47,3.453625
20895,VINTAGE NOTEBOOK FRENCH LETTER,47.20000000000001,16,4,3,2.95
20896,VINTAGE NOTEBOOK PINK FLOWER,115.05000000000001,39,14,13,2.95
20897,VINTAGE NOTEBOOK PARIS DAYS,848.7,351,75,29,3.8476
20898,VINTAGE NOTEBOOK TRAVELOGUE,693.9200000000001,327,53,35,3.1941818181818182
20899,VINTAGE NOTEBOOK RED ROSE,129.8,44,12,12,2.95
20901,VINTAGE KEEPSAKE BOX PINK FLOWER,806.58,91,67,14,9.474626865671642
20902,VINTAGE KEEPSAKE BOX PARIS DAYS,1525.22,206,116,11,9.306034482758621
20903,VINTAGE KEEPSAKE BOX TRAVELOGUE,919.8,187,86,19,7.181046511627907
20905,VINTAGE KEEPSAKE BOX BEAUTY GIRL,63.5,10,4,3,6.35
20906,VINTAGE NOTEBOOK BEAUTY GIRL,368.24,101,47,25,4.0925
20910,VINTAGE PHOTO ALBUM PARIS DAYS,769.12,106,47,11,8.377872340425531
20913,SET/5 BLUE SPOTTY LID GLASS BOWLS,898.7199999999999,314,43,26,3.8030232558139536
20914,SET/5 RED SPOTTY LID GLASS BOWLS,52508.560000000005,18670,2030,647,3.225493707647628
20931,BLUE POT PLANT CANDLE,2238.07,673,157,91,4.795632911392405
20932,PINK POT PLANT CANDLE,1143.97,333,81,54,4.717530864197531
20933,YELLOW POT PLANT CANDLE,1329.4900000000002,505,52,38,4.1007547169811325
20934,SET/3 POT PLANT CANDLES,1185.07,197,74,44,7.268000000000001
20935,ROUND CACTUS CANDLE,574.48,300,46,35,3.0772340425531914
20936,FORKED CACTUS CANDLE,843.3900000000001,333,76,42,3.6732894736842105
20939,ORANGE CANDLE,10.2,12,1,1,0.85
20940,SET/6 GARDEN GNOME T-LIGHT CANDLES,342.75,118,22,15,3.475454545454546
20941,FROG CANDLE,896.28,998,124,54,1.7728799999999998
20942,SET/6 GINGERBREAD TREE T-LIGHTS,7.5,6,4,4,1.25
20943,SET/6 GINGERBREAD STAR T-LIGHTS,540.21,381,71,46,1.6716901408450704
20950,SET/6  ANGEL T-LIGHTS WHITE/GOLD,353.39,687,83,57,0.7546428571428571
20952,PORCELAIN CHERUB BELL SMALL,150.72,329,24,19,0.6812499999999999
20953,PORCELAIN CHERUB BELL LARGE,54.449999999999996,33,9,7,1.65
20954,*USB Office Mirror Ball,25.590000000000003,3,3,0,8.530000000000001
20956,PORCELAIN T-LIGHT HOLDERS ASSORTED,3083.82,2338,236,117,1.7566390041493773
20957,PORCELAIN HANGING BELL SMALL,184.61,126,15,12,1.5773333333333333
20958,PORCELAIN HANGING BELL LARGE,70.5,38,10,9,1.92
20960,WATERMELON BATH SPONGE,2550.84,1900,215,85,1.6572018348623851
20961,STRAWBERRY BATH SPONGE,4687.65,3530,514,177,1.7074903474903476
20963,APPLE BATH SPONGE,4676.15,3459,509,168,1.7628349514563106
20964,POLYESTER FILLER PAD 60x40cm,51.0,20,6,6,2.55
20966,SANDWICH BATH SPONGE,4265.24,3007,420,137,1.7994339622641509
20967,GREY FLORAL FELTCRAFT SHOULDER BAG,3997.34,1055,296,187,3.9911999999999996
20968,GREEN FLORAL FELTCRAFT SHOULDER BAG,185.11,43,19,14,4.749499999999999
20969,RED FLORAL FELTCRAFT SHOULDER BAG,12066.52,3237,613,285,4.244845528455285
20970,PINK FLORAL FELTCRAFT SHOULDER BAG,9387.29,2490,574,278,4.142339688041595
20971,PINK BLUE FELT CRAFT TRINKET BOX,28580.97,22260,1148,490,1.4093723129836628
20972,PINK CREAM FELT CRAFT TRINKET BOX,24785.31,20496,1397,568,1.4045074415308292
20973,12 PENCIL SMALL TUBE WOODLAND,6773.95,9863,658,309,0.7815611192930781
20974,12 PENCILS SMALL TUBE SKULL,8686.54,13219,822,370,0.7466
20975,12 PENCILS SMALL TUBE RED SPOTTY,11848.710000000001,18099,902,460,0.7395263724434876
20976,12 PENCILS SMALL TUBE POSY,376.34000000000003,549,76,51,0.748421052631579
20977,36 PENCILS TUBE WOODLAND,5069.99,3792,485,242,1.5680981595092023
20978,36 PENCILS TUBE SKULLS,5438.57,4117,557,253,1.586796460176991
20979,36 PENCILS TUBE RED SPOTTY,10271.81,8156,709,310,1.569535864978903
20980,36 PENCILS TUBE POSY,282.31,233,58,35,1.4045762711864407
20981,12 PENCILS TALL TUBE WOODLAND,4069.16,4718,513,290,0.9629126213592233
20982,12 PENCILS TALL TUBE SKULLS,4243.8,4851,576,316,0.9613333333333334
20983,12 PENCILS TALL TUBE RED SPOTTY,5469.08,6280,641,359,0.9568348623853211
20984,12 PENCILS TALL TUBE POSY,1940.9599999999998,5867,245,178,0.5354581673306773
20985,HEART CALCULATOR,3047.99,2370,291,162,1.5422333333333333
20986,BLUE CALCULATOR RULER,1530.95,1217,204,94,1.554354066985646
20987,GEISHA GIRL CHOPSTICKS SET/5,288.35,131,22,11,3.0181818181818185
20988,TRELLIS FLOWER CHOPSTICKS SET/5,46.8,24,9,8,1.9500000000000002
20989,URBAN CHIC CHOPSTICKS SET/5,782.18,407,57,29,2.269824561403509
20990,SPRING FLOWER CHOPSTICKS SET/5,1706.1399999999999,895,103,54,2.2476415094339623
20991,JAZZ HEARTS MAGNETIC MEMO PAD,884.5600000000002,7084,32,12,0.9515625000000001
20992,JAZZ HEARTS PURSE NOTEBOOK,3220.3999999999996,6151,433,222,0.6853215077605321
20993,JAZZ HEARTS MEMO PAD,1334.1100000000001,10967,32,23,0.8425
20994,JAZZ HEARTS SPIRAL NOTEPAD,39.949999999999996,47,12,12,0.85
20996,JAZZ HEARTS ADDRESS BOOK,1686.79,6311,335,179,0.37842261904761904
20997,ROSE DU SUD CUSHION COVER,796.74,170,83,25,4.718433734939759
20998,ROSE DU SUD OVEN GLOVE,942.2600000000001,324,127,52,2.9443307086614174
21000,ROSE DU SUD COSMETICS BAG,1744.98,690,94,37,3.76
21001,ROSE DU SUD WASHBAG,717.8000000000001,141,90,29,4.899222222222222
21002,ROSE DU SUD DRAWSTRING BAG,1507.22,417,184,25,3.536141304347826
21003,ROSE DU SUD CUSHION COVER,647.75,109,64,10,5.928125
21004,ROSE DU SUD CHILDS APRON,625.07,137,70,40,4.793943661971831
21007,ETCHED GLASS DROPLET DECORATION,914.67,1927,48,36,1.18
21008,ETCHED GLASS HEART TREE DECORATION,2.51,1,1,0,2.51
21009,ETCHED GLASS STAR TREE DECORATION,1494.99,1047,102,72,1.4825714285714284
21010,ETCHED GLASS BIRD TREE DECORATION,1114.76,850,83,62,1.478705882352941
21011,GLITTER SNOW PEAR TREE DECORATION,1373.8,1840,118,84,1.2534920634920634
21012,ANTIQUE ALL GLASS CANDLESTICK,4293.7,2297,299,112,2.332857142857143
21014,SWISS CHALET TREE DECORATION,928.0899999999999,1850,189,91,0.8054123711340206
21015,DARK BIRD HOUSE TREE DECORATION,771.7299999999999,1700,186,80,0.7685106382978723
21016,LIGHT BIRD HOUSE TREE DECORATION,582.85,834,82,58,0.9679310344827585
21017,RED BIRD HOUSE TREE DECORATION,535.89,659,87,32,1.354942528735632
21018,BIRD BOX CHRISTMAS TREE DECORATION,182.71,213,42,30,0.8877272727272728
21025,SPACE FROG,396.12,300,81,30,1.520864197530864
21026,SPACE OWL,716.73,549,124,48,1.63304
21027,NINJA RABBIT PINK,433.61,355,77,39,1.2543037974683544
21028,NINJA RABBIT BLACK,423.9,323,92,31,1.6121739130434782
21030,SPACE CADET RED,290.9,239,51,37,1.2030769230769232
21031,SPACE CADET BLACK,176.7,144,39,23,1.294102564102564
21032,SPACE CADET WHITE,252.16,203,50,28,1.4007999999999998
21033,JUMBO BAG CHARLIE AND LOLA TOYS,10132.11,4590,573,163,3.3389703315881327
21034,REX CASH+CARRY JUMBO SHOPPER,3801.9,4002,1902,800,0.95
21035,SET/2 RED SPOTTY TEA TOWELS,18644.780000000002,5994,929,327,4.038792735042735
21036,SET/2 TEA TOWELS MODERN VINTAGE,2.55,1,1,1,2.55
21038,SET/4 MODERN VINTAGE COTTON NAPKINS,355.48,166,52,39,2.2201923076923076
21039,RED SPOTTY SHOPPING BAG,3423.65,1313,228,141,2.9853070175438594
21040,MODERN VINTAGE COTTON SHOPPING BAG,1125.85,894,68,43,2.4344927536231884
21041,RED SPOTTY OVEN GLOVE DOUBLE,9049.29,2666,525,191,4.075584905660377
21042,RED SPOTTY APRON,8717.31,1473,399,200,6.910521091811415
21043,APRON MODERN VINTAGE COTTON,1921.03,677,141,81,4.285602836879432
21051,RIBBONS PURSE,1486.16,754,127,79,2.1744615384615384
21054,NURSE'S BAG SOFT TOY,3538.0,382,182,119,9.614863387978142
21055,TOOL BOX SOFT TOY,3839.0899999999997,386,222,122,10.465964125560538
21056,DOCTOR'S BAG SOFT TOY,4961.33,545,195,119,9.701076923076922
21058,PARTY INVITES WOODLAND,2055.5899999999997,2396,275,148,0.9954838709677419
21059,PARTY INVITES DINOSAURS,1348.56,1596,221,158,0.9007692307692308
21060,PARTY INVITES BALLOON GIRL,952.55,1276,151,102,0.940794701986755
21061,PARTY INVITES FOOTBALL,1046.56,1396,163,104,0.9699999999999999
21062,PARTY INVITES SPACEMAN,875.87,1053,136,102,0.8674452554744526
21063,PARTY INVITES JAZZ HEARTS,1256.27,1456,238,143,0.9412605042016806
21064,BOOM BOX SPEAKER BOYS,4432.92,884,171,75,5.502183908045977
21065,BOOM BOX SPEAKER GIRLS,1455.3600000000001,608,118,44,4.923114754098361
21066,VINTAGE RED MUG,1494.67,2284,131,81,1.2776335877862597
21067,VINTAGE RED TEATIME MUG,3830.67,4763,266,130,1.505805243445693
21068,VINTAGE BILLBOARD LOVE/HATE MUG,4224.63,4066,373,149,1.5829521276595744
21069,VINTAGE BILLBOARD TEA MUG,5404.360000000001,5099,279,110,1.6897517730496454
21070,VINTAGE BILLBOARD MUG,2083.46,2034,229,107,1.584655172413793
21071,VINTAGE BILLBOARD DRINK ME MUG,4998.32,4269,472,163,1.631194968553459
21076,SET/20 COLLAGE PAPER NAPKIN,714.55,843,92,60,0.9846808510638299
21077,SET/20 WOODLAND PAPER NAPKINS,2058.1,2790,192,111,0.9245641025641025
21078,SET/20 STRAWBERRY PAPER NAPKINS,6181.25,7211,741,342,1.1088741721854303
21080,SET/20 RED SPOTTY PAPER NAPKINS,25416.93,31076,2123,798,1.0303246753246753
21081,SET/20 POSIES PAPER NAPKINS,3.4,4,4,4,0.85
21082,SET/20 FRUIT SALAD PAPER NAPKINS,1960.45,7183,163,94,1.0707272727272727
21084,SET/6 COLLAGE PAPER CUPS,1008.8100000000001,2929,223,113,0.5650660792951542
21085,SET/6 WOODLAND PAPER CUPS,1872.68,13731,66,42,0.7726470588235294
21086,SET/6 RED SPOTTY PAPER CUPS,10781.81,16658,843,311,0.8944613583138173
21087,SET/6 POSIES PAPER CUPS,168.08,260,32,19,0.7493939393939394
21088,SET/6 FRUIT SALAD PAPER CUPS,1816.73,16615,136,95,0.47226277372262776
21089,SET/6 GREEN SPRING PAPER CUPS,112.54,323,40,32,0.49725
21090,SET/6 COLLAGE PAPER PLATES,1729.09,3107,278,129,0.7291397849462365
21091,SET/6 WOODLAND PAPER PLATES,1868.7,13700,47,31,1.0289583333333334
21092,SET/6 STRAWBERRY PAPER PLATES,1571.5,12846,28,15,1.1092857142857142
21094,SET/6 RED SPOTTY PAPER PLATES,15334.029999999999,19633,984,328,0.988060606060606
21095,SET/6 POSIES PAPER PLATES,274.57,295,40,24,1.0065853658536585
21096,SET/6 FRUIT SALAD  PAPER PLATES,2711.7099999999996,15919,143,91,0.6567832167832168
21097,SET/6 GREEN SPRING  PAPER PLATE,27.2,32,7,5,0.85
21098,CHRISTMAS TOILET ROLL,13263.93,8537,596,269,1.6363474025974025
21099,SET/6 STRAWBERRY PAPER CUPS,1516.64,13290,33,20,0.755
21100,CHARLIE AND LOLA CHARLOTTE BAG,3795.0,2540,269,119,2.230259259259259
21102,"CANDLE IN JAR COLLAGE , VANILLA",221.08,82,20,10,3.0614999999999997
21106,CREAM SLICE FLANNEL CHOCOLATE SPOT,2419.6800000000003,790,169,98,3.7038823529411764
21107,CREAM SLICE FLANNEL PINK SPOT,6624.77,2302,313,167,3.6443492063492062
21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,25407.27,12962,613,325,3.001073170731707
21109,"LARGE CAKE TOWEL, CHOCOLATE SPOTS",4476.49,1173,223,131,6.663656387665199
21110,LARGE CAKE TOWEL PINK SPOTS,7729.37,1640,329,173,7.420120120120121
21111,"SWISS ROLL TOWEL, CHOCOLATE  SPOTS",3187.1600000000003,1379,214,109,3.501898148148148
21112,"SWISS ROLL TOWEL, PINK  SPOTS",5484.26,2222,189,104,3.3576315789473687
21114,LAVENDER SCENTED FABRIC HEART,7306.14,5666,494,359,1.8057029702970298
21115,ROSE CARAVAN DOORSTOP,7955.84,1247,431,266,7.740046189376444
21116,OWL DOORSTOP,7900.01,1355,534,164,6.772915887850468
21117,BLOND DOLL DOORSTOP,502.08000000000004,328,26,23,1.912692307692308
21118,SHOPPING BAG DOORSTOP,104.25,69,7,7,2.5357142857142856
21119,Glow In The Dark Shot Glasses,41.01,3,3,0,13.67
21120,*Boombox Ipod Classic,16.98,1,1,0,16.98
21121,SET/10 RED SPOTTY PARTY CANDLES,18442.7,15215,873,466,1.3553514739229027
21122,SET/10 PINK SPOTTY PARTY CANDLES,14844.78,12209,807,441,1.3422344322344322
21123,SET/10 IVORY SPOTTY PARTY CANDLES,3393.06,2751,252,125,1.23875
21124,SET/10 BLUE SPOTTY PARTY CANDLES,12172.79,10029,629,406,1.2978627145085804
21125,SET 6 FOOTBALL CELEBRATION CANDLES,2211.38,2123,246,162,1.3050592885375494
21126,SET OF 6 GIRLS CELEBRATION CANDLES,2349.22,2325,285,169,1.3368166089965396
21127,COLOURFUL FISHING GNOME,998.03,297,48,25,7.336600000000001
21128,GOLD FISHING GNOME,841.63,126,57,22,9.536315789473685
21129,SILVER FISHING GNOME,949.44,124,60,24,9.0145
21130,COLOURFUL STANDING GNOME,1200.93,721,49,29,3.9899999999999998
21131,GOLD STANDING GNOME,1098.86,276,49,18,5.765599999999999
21132,SILVER STANDING GNOME,476.61,93,47,25,5.723191489361702
21133,PAINTED BIRD ASSORTED CHRISTMAS,712.9100000000001,410,42,38,2.1664285714285714
21134,VICTORIAN METAL POSTCARD CHRISTMAS,646.4399999999999,377,46,40,2.1581249999999996
21135,VICTORIAN  METAL POSTCARD SPRING,8567.24,5985,405,251,2.0081490384615384
21136,PAINTED METAL PEARS ASSORTED,17451.45,10496,739,449,1.96908969210174
21137,BLACK RECORD COVER FRAME,65189.29,18739,634,198,4.146305031446541
21143,ANTIQUE GLASS HEART DECORATION,4149.15,2088,182,128,2.2852941176470587
21144,PINK POODLE HANGING DECORATION,287.47,543,60,40,1.03672131147541
21145,ANTIQUE GLASS PLACE SETTING,1256.21,869,49,34,3.406734693877551
21146,ANTIQUE GLASS RIDGED HANGING BALL,1513.6699999999998,789,58,47,2.179655172413793
21147,JINGLE BELLS TREE DECORATION,870.48,477,118,33,2.1231932773109246
21153,RED SPOTTY TABLECLOTH,4294.6900000000005,393,139,91,11.799856115107914
21154,RED SPOTTY OVEN GLOVE,11694.95,8095,903,327,1.7686319218241042
21155,RED SPOTTY PEG BAG,16343.09,6665,969,364,2.8419774590163933
21156,RED SPOTTY CHILDS APRON,17002.28,9137,930,472,2.240898395721925
21157,RED SPOTTY WASHBAG,1616.95,689,176,66,2.8962146892655367
21158,MOODY GIRL DOOR HANGER,1792.6599999999999,2587,310,184,1.2604672897196263
21159,MOODY BOY  DOOR HANGER,1445.37,2105,250,146,1.3357768924302789
21160,KEEP OUT GIRLS DOOR HANGER,557.49,794,58,44,1.5117241379310344
21161,KEEP OUT BOYS DOOR HANGER,1806.05,2360,206,120,1.675781990521327
21162,TOXIC AREA  DOOR HANGER,1655.8799999999999,2402,285,172,1.274808362369338
21163,DO NOT TOUCH MY STUFF DOOR HANGER,1757.9199999999998,2800,253,158,1.3365530303030302
21164,HOME SWEET HOME METAL SIGN,16626.41,5981,721,356,3.273665283540802
21165,BEWARE OF THE CAT METAL SIGN,15167.38,9360,966,321,2.123363821138211
21166,COOK WITH WINE METAL SIGN,38138.86,19932,1425,475,2.276118466898955
21167,WHITE SAGE INCENSE,587.52,2440,114,32,0.3299122807017544
21169,YOU'RE CONFUSING ME METAL SIGN,14262.61,8856,772,278,2.130267857142857
21171,BATHROOM METAL SIGN,2578.27,1845,260,142,1.6744444444444444
21172,PARTY METAL SIGN,11382.16,7685,971,420,1.912512664640324
21173,LOO ROLL  METAL SIGN,607.96,340,77,44,2.2123076923076925
21174,POTTERING IN THE SHED METAL SIGN,19593.81,9696,1135,402,2.5139877835951134
21175,GIN + TONIC DIET METAL SIGN,43851.48,20676,1659,553,2.5605206463195693
21179,NO JUNK MAIL METAL SIGN,3517.9,4284,505,231,1.328307392996109
21181,PLEASE ONE PERSON  METAL SIGN,50117.14000000001,24732,1810,598,2.366498905908096
21185,HOME SWEET HOME  BLACKBOARD,876.29,132,44,34,7.369318181818182
21186,WHITE DOVE HONEYCOMB PAPER GARLAND,8532.17,5272,369,187,2.0303733333333334
21187,WHITE BELL HONEYCOMB PAPER GARLAND,2243.78,1344,144,90,2.020945945945946
21188,3D HEARTS  HONEYCOMB PAPER GARLAND,2771.34,912,128,69,3.576212121212121
21189,WHITE HONEYCOMB PAPER GARLAND,1698.8799999999999,797,123,53,2.4475000000000002
21190,PINK HEARTS PAPER GARLAND,1337.59,806,111,71,1.9798260869565216
21191,LARGE WHITE HONEYCOMB PAPER BELL,3408.61,1479,201,96,2.8894554455445545
21192,WHITE BELL HONEYCOMB PAPER,3885.64,2167,216,96,2.3542792792792793
21193,WHITE HONEYCOMB PAPER FAN,274.37,111,22,14,2.8434782608695657
21194,PINK  HONEYCOMB PAPER FAN,751.5,578,95,51,2.028659793814433
21195,PINK  HONEYCOMB PAPER BALL,2122.66,997,150,49,2.97841059602649
21196,ROUND WHITE CONFETTI IN TUBE,306.89,178,22,16,1.9382608695652173
21197,MULTICOLOUR  CONFETTI IN TUBE,661.81,453,45,29,1.6319565217391303
21198,WHITE HEART CONFETTI IN TUBE,1472.3,1282,118,75,1.7450420168067227
21199,PINK  HEART CONFETTI IN TUBE,1495.7,1305,149,86,1.8689999999999998
21200,MULTICOLOUR HONEYCOMB PAPER GARLAND,2065.16,1421,126,64,2.0235433070866145
21201,TROPICAL  HONEYCOMB PAPER GARLAND,6517.16,2741,235,109,2.9802066115702477
21202,DOLLY HONEYCOMB GARLAND,1103.48,854,66,53,1.780151515151515
21203,BUTTERFLIES  HONEYCOMB GARLAND,2527.0,1539,145,85,2.0413513513513513
21204,DAISIES  HONEYCOMB GARLAND,2682.99,1608,205,109,1.9919806763285024
21205,MULTICOLOUR 3D BALLS GARLAND,1746.97,669,144,86,2.9221476510067115
21206,STRAWBERRY HONEYCOMB  GARLAND,3067.9,2155,238,117,1.8592916666666666
21207,SKULL AND CROSSBONES  GARLAND,5597.42,3601,282,167,1.7603886925795054
21208,PASTEL COLOUR HONEYCOMB FAN,976.91,1078,120,65,1.6396721311475408
21209,MULTICOLOUR HONEYCOMB FAN,1368.04,1476,137,66,1.7460583941605838
21210,SET OF 72 RETRO SPOT PAPER  DOILIES,21727.19,15118,1161,508,1.7664721030042918
21211,SET OF 72 SKULL PAPER  DOILIES,3365.64,2405,237,139,1.6702521008403362
21212,PACK OF 72 RETRO SPOT CAKE CASES,51825.15,94884,3118,1115,0.7080572147123546
21213,PACK OF 72 SKULL CAKE CASES,21390.76,40263,1481,528,0.7410299003322259
21214,SET OF 72 IVORY PAPER DOILIES,2920.8199999999997,2006,199,106,1.9927722772277228
21215,IVORY PAPER CUP CAKE CASES,2533.88,4349,291,127,0.8702372881355933
21216,"SET 3 RED SPOT TIN TEA,COFFEE,SUGAR",20169.0,3884,802,269,6.912595797280593
21217,RED SPOTTY ROUND CAKE TINS,29769.24,2904,928,423,11.6687311827957
21218,RED SPOTTY BISCUIT TIN,20800.31,5256,897,313,5.261407982261641
21219,SET/4 BADGES BALLOON GIRL,1303.27,1013,176,77,1.5539325842696627
21220,SET/4 BADGES DOGS,888.68,659,159,65,1.6443749999999997
21221,SET/4 BADGES CUTE CREATURES,709.66,535,107,55,1.4973831775700934
21222,SET/4 BADGES BEETLES,804.65,621,133,70,1.5156716417910447
21223,SET/4 BADGES WOODLAND ANIMAL,587.08,492,43,33,1.4345454545454546
21224,SET/4 SKULL BADGES,2691.91,2171,312,140,1.2506645569620252
21225,POCKET MIRROR BUTTERFLY,2.5,2,2,2,1.25
21226,POCKET MIRROR WOODLAND,230.55,213,37,17,1.073157894736842
21228,"POCKET MIRROR ""GLAMOROUS""",122.57,97,31,25,1.29125
21231,SWEETHEART CERAMIC TRINKET BOX,24128.86,19428,1482,500,1.4993377483443708
21232,STRAWBERRY CERAMIC TRINKET BOX,49300.57,37997,2435,689,1.5333333333333332
21238,RED SPOTTY CUP,8164.0,9477,903,324,1.020328587075575
21239,PINK  SPOTTY CUP,6438.39,7369,751,266,1.059009247027741
21240,BLUE  SPOTTY CUP,6535.74,7581,769,287,1.0513082901554405
21241,GREEN SPOTTY CUP,1869.07,2213,260,129,0.9817241379310345
21242,RED SPOTTY PLATE,11917.73,7085,657,289,1.9941641337386016
21243,PINK  SPOTTY PLATE,9287.699999999999,5636,503,210,2.011964285714286
21244,BLUE  SPOTTY PLATE,8279.07,5045,445,207,1.9491759465478842
21245,GREEN  SPOTTY PLATE,4268.36,2567,304,146,1.9279545454545453
21246,RED SPOTTY BIG BOWL,3685.63,749,209,99,5.0873684210526315
21247,SET OF RED SALAD SERVERS,664.73,422,81,44,1.8867901234567903
21248,DOOR HANGER  MUM + DADS ROOM,1299.55,1043,158,106,1.6889240506329115
21249,WOODLAND  HEIGHT CHART STICKERS,4770.530000000001,1661,259,156,3.6650579150579152
21250,SET OF SKULL WALL STICKERS,997.5500000000001,402,60,47,3.229
21251,DINOSAUR HEIGHT CHART STICKER SET,1683.93,595,132,91,3.519545454545455
21252,SET OF MEADOW  FLOWER STICKERS,408.66,168,22,14,3.3613636363636363
21253,SET OF PICTURE FRAME  STICKERS,1225.17,332,122,41,4.6036065573770495
21255,"FRENCH BOTTLE , LAVENDER",860.08,476,96,46,2.3885416666666663
21256,"FRENCH BOTTLE, BRASSERIE DES ARTIST",588.64,326,65,31,2.422923076923077
21257,VICTORIAN SEWING BOX MEDIUM,13968.48,1549,532,206,10.49658536585366
21258,VICTORIAN SEWING BOX LARGE,21386.559999999998,1505,526,186,17.00918406072106
21259,VICTORIAN SEWING BOX SMALL,13843.92,2293,655,300,6.926051829268292
21260,FIRST AID TIN,11564.43,3512,534,303,3.8146654275092935
21261,GREEN GOOSE FEATHER CHRISTMAS TREE,1146.1200000000001,283,77,37,6.386233766233766
